MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
0.11038805,-0.5177985,0.07751803,-0.4290852,-0.3777288,0.59489155,0.39485568,-0.33540726,-0.0386303,-0.31112882,-0.14365277,-0.24322084,-0.52966493
0.13283104,-0.59078556,0.053232547,-0.5909777,-0.597353,-0.00725816,-0.35450757,-1.190425,-0.13843523,-0.2921465,0.9778956,0.033494692,-0.7082576
0.22988215,-0.42897293,-0.009579859,-0.8724054,-0.5304814,-0.81698054,-0.73809797,-0.9118694,-0.9807852,-0.67561287,0.82024777,-0.3972196,-0.3633608
0.13808016,-0.66758645,0.2638522,-0.4727678,-0.4042885,-1.2010162,-0.81337696,-0.1243526,-0.9501036,-0.78346086,-0.32285744,-0.6707348,0.0666188
0.14353207,-0.5720465,0.8083335,0.3137633,-0.25162953,-0.8165982,-0.8846149,0.35523364,-1.0068688,-1.0226309,-0.8773128,-0.7496813,-0.19708084
0.21035779,-0.39565066,0.46162522,-0.07880724,0.07629819,0.10178521,-0.35565707,-0.5399179,-0.7688073,-0.52915853,-0.3746051,-1.1148984,-0.36505026
0.16694534,-0.42964762,-0.1166225,-0.512015,-0.17047785,0.702002,-0.39384893,-0.88062996,-0.22394557,-0.39710683,-0.15574998,-0.41075882,-0.6625047
0.1003458,-0.5554354,-0.13816327,-0.34309945,-0.14381401,0.8126118,-0.38510513,-0.57115024,-0.33090904,-0.27163675,0.3231436,0.40659037,-1.061943
0.10465034,-0.39046067,0.028796516,-0.14711028,-0.24862722,1.1222594,-0.23810436,-0.3325194,-0.432563,-0.30430377,0.30258733,0.10471687,-1.0386688
0.09491316,-0.60913074,0.5575211,0.113883875,-0.39534202,0.1050559,-0.6350038,-0.610816,-0.19296512,-0.72189325,-0.5387004,0.045250516,-0.7484652
0.10499854,-0.82947296,0.8710833,-0.01947123,-0.3740891,-0.9919417,-0.9511236,-0.7087502,-0.44677004,-0.85983855,-0.98795116,0.0064725513,-0.17198956
0.13167955,-0.6009892,0.5577875,-0.4864212,-0.38454175,-0.6526017,-0.3544768,-0.044738993,-1.0251484,-0.44962958,-0.23436968,-0.027822485,0.063855916
0.13695437,-0.3375194,0.040542606,-0.56228137,-0.31083882,0.57847357,0.14645277,0.22988898,-0.94101655,-0.30639255,-0.31276467,-0.08007976,-0.007670104
0.10090502,-0.32579553,-0.043191347,-0.642763,-0.20980628,1.8024627,0.023200719,-1.1348599,-0.8316735,-0.37774426,-1.2647407,0.0018087301,0.068573795
0.07217656,-0.497724,-0.26171944,-0.5691267,-0.25637782,1.7739917,-0.4456009,-1.4088541,0.14098595,0.11951371,-1.048141,0.61031115,-0.34634453
0.08379328,-0.64986455,0.2470242,-0.4710484,-0.47637746,-0.023780575,-0.6400741,-1.2121153,0.27624023,0.16581936,-0.3553109,0.10792134,-0.20777614
0.066359945,-0.6941205,0.5254213,-0.27223384,-0.39039126,-1.2550616,-0.73745257,0.11462915,-0.23050302,-0.12630084,-0.19154105,-0.41537714,-0.05027118
0.06386429,-0.7517293,0.5144012,-0.15153001,-0.5710541,-1.3051174,-0.6846848,0.28400746,-0.7164942,-0.5859356,-0.71388006,-0.83046055,-0.21675472
0.13944727,-0.5900851,0.34277168,-0.37898287,-0.3795857,-0.5278804,-0.86969703,-0.55700433,-0.33599845,-0.61963314,-0.54984504,-1.1469331,-0.7149066
0.08683073,-0.48133507,0.22068742,-0.8423046,-0.09855719,1.4705813,-0.3014267,-1.3329889,0.35301,-0.7569979,-1.3173504,-0.89525795,-0.8092088
0.061987504,-0.3027715,0.29504362,-1.4103413,-0.37904826,1.4962738,-0.4064659,-1.7970703,-0.06765243,-0.3324742,-0.20936699,-0.3726975,-0.80719835
0.044622976,-0.44159073,0.09134075,-1.1648216,-0.5220892,0.21834435,-0.81229526,-1.3210856,-0.14013273,-0.21033145,0.15869242,-0.4814475,-0.23366645
0.023531035,-0.6364591,0.51856387,-0.6354132,-0.25839147,-0.32535028,-0.6196805,-0.6092321,-0.43742955,-0.3133012,-0.8317004,-0.432959,0.015961383
0.012283618,-0.50360006,0.56420773,-0.24943069,-0.13020809,0.08664347,-0.30157053,0.1144366,-0.6075646,-0.2863813,-0.8237657,-0.14378294,0.22369769
0.01722446,-0.51131004,0.15497433,-0.48904437,-0.22628146,-0.09389273,-0.22030413,0.4310875,-0.7816369,-0.56732875,-0.4308997,-0.23218803,0.13290423
0.0763109,-0.43512687,0.02862642,-0.71987414,-0.43527365,-0.13074419,-0.36354572,-0.6628194,-1.17207,-1.0111927,-0.8113317,-0.39211187,-0.25553194
0.14883809,-0.12096493,0.5406678,-0.83473647,-0.9763518,0.10868799,-0.49169007,-1.2028381,-0.60619426,-0.6573576,-1.1398672,-0.4034959,-0.45502242
0.11919211,-0.37118894,0.40913624,-0.6973067,-0.8673041,-0.25494155,-0.4984966,-1.6014638,-0.4858535,0.18309395,0.11793058,-0.73463804,-0.72094357
0.15155303,-0.449206,0.3027063,-0.6195092,-0.59981835,-0.60069317,-0.6592835,-0.70664215,-0.946952,-0.25686666,0.0046958174,-1.0658922,-0.3591941
0.1975694,-0.27850923,0.49133244,-0.7423157,-0.5423771,-1.4295994,-0.9149354,-0.35446793,-0.9435686,-0.8003139,-0.4105817,-1.2430943,-0.2894525
0.24599977,-0.026376402,0.69131273,-0.77864254,-0.66258585,-1.5423888,-1.2106415,0.4122251,-0.31631175,-0.9919169,-0.8478817,-0.66303104,-0.1878458
0.19386078,-0.3896343,0.094464734,-0.5749911,-0.24614657,-0.11298569,-0.29843757,0.34788767,-0.043849517,-0.6359195,-0.5915476,-0.601058,-0.33570305
0.097105116,-0.30552867,-0.10605659,-0.89029956,-0.5832943,0.87501335,0.15224975,-0.97290725,-0.35334426,0.010361445,-0.73862094,0.044689804,-0.2263711
0.060448363,-0.47360694,-0.17472611,-0.6895359,-0.44313362,1.2036642,-0.0455858,-1.563547,-0.70838535,0.37688187,-0.58915645,-0.33448747,-0.70912385
0.113849394,-0.51004833,-0.017129261,-0.6518212,-0.6906517,-0.53507274,-0.5842859,-0.9745376,-1.0414288,-0.30973718,-0.4952697,-0.86336863,-0.59033585
0.1436486,-0.39335892,0.6367913,-0.6155427,-0.8625663,-2.3452888,-1.3964872,-0.08847006,-0.85364246,-0.5703719,-0.48681194,-0.6344724,-0.5717304
0.09784647,-0.70689094,0.92346805,-0.04266014,-0.765286,-1.5798471,-1.1116191,-0.41588956,-0.12537731,-0.6768027,-1.0825074,-0.41475344,-0.48166224
0.22361274,-0.18047538,0.92358965,-0.46879402,-0.9687295,-0.6745411,-0.5697312,-0.08388748,-0.14662778,-1.0940236,-1.7055324,-1.0044765,-0.9920077
0.2324659,0.2552873,0.58248585,-1.1670904,-1.0915887,-0.053684752,-0.43015736,0.02946754,0.12363392,-0.5492832,-1.2429792,-1.3526764,-0.86810416
0.11998072,-0.21642138,0.053918,-1.2215446,-0.5172599,0.76885945,-0.49016207,-1.3364573,-0.1793185,-0.1043153,-0.73102653,-0.39270255,-0.5166225
0.16039425,-0.1949086,-0.02614403,-0.48194256,-0.24793461,0.22608754,-0.6396441,-1.1355175,-0.21759276,-0.20682013,0.022744052,-0.31462586,-0.66751176
0.119254045,-0.3522151,0.3052552,-0.07372833,-0.25567892,-0.46970505,-0.396474,0.0241457,-0.7712698,-0.5988379,0.17057255,-0.48992392,-0.7956449
0.06512221,-0.75906914,0.6970309,0.030475946,-0.49902874,-0.6379391,-0.41475615,-0.5226951,-0.94838554,-1.1451389,-0.9930648,-0.7697035,-0.95812154
0.13561204,-0.37718925,0.81612396,0.15131882,-0.74428445,-0.5134907,-0.733817,-0.1974719,-0.4025662,-0.68939614,-1.0998052,-0.8260375,-0.8607603
0.26518694,-0.05821901,0.1471687,-0.31842598,-0.76661074,-0.738175,-0.91279995,0.04413336,-0.78872377,-0.5561972,0.33854187,-0.70664847,-0.65974873
0.25745776,0.23595451,0.28113404,0.076673605,-0.22327125,0.20789768,0.20867278,0.29048696,-0.047586717,0.13395922,0.74191266,0.18066418,-0.25118414
0.1569696,0.9231293,1.0557892,0.27165937,-0.22313032,0.6596747,0.39450508,0.47465616,0.53699714,0.27124968,0.2817663,0.8644866,-0.038856506
-0.16831595,1.4737203,0.71591306,0.48645353,0.28260887,1.2905159,0.31186938,1.049086,1.1045265,-0.1620555,0.43747213,0.9559821,0.33959222
-0.5315221,2.3071265,0.26249686,0.81042725,0.57405585,1.8975701,0.23178133,0.9700876,0.72201145,-0.10848835,0.5278153,0.69750667,0.7322276
-0.9305611,2.7681468,0.41709208,1.0928543,0.7014967,1.8347187,0.6440789,1.2410002,1.3286544,0.5030568,0.35211316,0.736329,0.9989691
-1.4066107,2.9388425,0.19621302,1.5815482,0.5756809,1.62491,1.1372652,1.8924149,2.0922372,0.97323984,1.0393975,1.1367747,1.6156026
-1.87771,2.9123106,0.009757615,2.300777,0.6771478,0.75715756,1.301036,2.0071416,2.72084,1.3655186,1.6341587,1.3550152,1.7588781
-2.313737,2.570598,-0.79944503,2.2339222,0.9591561,-0.31910273,1.1074791,1.7244118,2.393504,2.0278172,1.4220464,1.4367859,1.332601
-2.7852762,2.08637,-1.7242146,2.3345754,1.6132362,-0.15868573,1.467087,1.0547836,2.1477265,2.3759646,0.9998727,1.3915367,1.7779993
-3.2030432,1.6017652,-1.9951319,3.1435573,2.3849156,-0.22543485,1.8909794,0.8416133,3.0666816,2.8658948,1.3096807,0.9756459,1.8408856
-3.3598077,1.9252343,-2.017637,2.7781534,2.672844,-0.50398856,2.7409277,0.6926462,2.314559,1.6715754,-0.33560833,0.62712324,1.8276881
-3.7474444,1.5232447,-2.3719552,2.6598582,3.1690037,-1.8995123,3.6367383,0.26091027,1.7655103,1.9453702,-1.0740389,0.4032874,1.8667961
